584.90356 0.99980701
584.9078 0.99985385
584.91204 0.99990998
584.91628 0.99995158
584.92051 0.9999742
584.92475 0.99998435
584.92899 0.99998857
584.93323 0.99999018
584.93747 0.99999026
584.9417 0.99998859
584.94594 0.99998345
584.95018 0.99997095
584.95442 0.99994624
584.95865 0.99990984
584.96289 0.99987515
584.96713 0.99986303
584.97137 0.99988206
584.9756 0.99991894
584.97984 0.99995312
584.98408 0.99997454
584.98831 0.99998482
584.99255 0.99998896
584.99679 0.9999904
585.00102 0.99999064
585.00526 0.99999019
585.0095 0.99998918
585.01373 0.99998749
585.01797 0.99998462
585.0222 0.99997913
585.02644 0.99996754
585.03068 0.99994423
585.03491 0.99990616
585.03915 0.99986209
585.04338 0.99983293
585.04762 0.99983287
585.05186 0.99985005
585.05609 0.99985086
585.06033 0.99979306
585.06456 0.99962926
585.0688 0.99933134
585.07303 0.99896077
585.07727 0.99869407
585.0815 0.99868533
585.08574 0.99888611
585.08997 0.99908571
585.09421 0.99913996
585.09844 0.9990884
585.10268 0.99904078
585.10691 0.9990179
585.11115 0.99895113
585.11538 0.99880758
585.11962 0.99866472
585.12385 0.99865317
585.12809 0.99883277
585.13232 0.99913758
585.13655 0.99944665
585.14079 0.99968021
585.14502 0.99982377
585.14926 0.99989893
585.15349 0.99993294
585.15772 0.99994536
585.16196 0.99994827
585.16619 0.99995009
585.17042 0.99995589
585.17466 0.99996562
585.17889 0.99997573
585.18312 0.99998332
585.18736 0.99998799
585.19159 0.99999072
585.19582 0.99999245
585.20006 0.99999369
585.20429 0.99999464
585.20852 0.99999539
585.21276 0.999996
585.21699 0.9999965
585.22122 0.99999691
585.22545 0.99999725
585.22969 0.99999752
585.23392 0.99999772
585.23815 0.99999783
585.24238 0.99999784
585.24662 0.9999977
585.25085 0.99999727
585.25508 0.99999618
585.25931 0.99999336
585.26354 0.9999868
585.26778 0.99997448
585.27201 0.99995787
585.27624 0.99994443
585.28047 0.99994299
585.2847 0.99995464
585.28893 0.99997147
585.29316 0.99998508
585.2974 0.99999283
585.30163 0.99999635
585.30586 0.99999783
585.31009 0.9999985
585.31432 0.99999886
585.31855 0.99999905
585.32278 0.99999916
585.32701 0.99999921
585.33124 0.99999922
